start	end	text
1911780	1914460	But the trouble is, we walked in here and I kept my mouth shut,
1914500	1917660	but within 30 seconds, everyone went, are you fucking joking?
1917700	1920260	I'm a builder. People get me in to fix anything.
1920300	1923460	Customers phone me up to put their IKEA bedroom stuff together.
1923500	1925460	It's like, well, fuck you then.
1925500	1930300	With Andy's site rejected, Paul shows the men his preferred location.
1930340	1933260	Because it's elevated, this is not really going to be good.
1933260	1935020	It's not really going to get that wet.
1935060	1938900	It's got a fairly good canopy. We can all sleep here on the dry.
1938940	1941420	Correct. You've got a nice little breeze coming through as well.
1941460	1942420	Yeah, I like this place.
1943860	1945380	Now, what do you want me to do, Paul?
1945420	1948380	Well, what we need now are the cross members.
1949980	1952900	I've bitched about Paul being a volcanic rhinoceros,
1952940	1955420	but you know what, he's single-minded,
1955460	1958420	but he makes clear decisions and sticks by them,
1958460	1961900	and he's been right more than he's been wrong so far.
1961940	1962940	Ah!
1963260	1967300	We're fucking saved. We'll be all right now.
1967340	1969300	We knew there was power on the island.
1973260	1974580	How are you finding it?
1974620	1976940	A bit shocked at how... Difficult.
1976980	1978260	..how difficult it's been.
1978300	1979860	We're all here doing the same shit.
1979900	1983100	We're all not sure whether we should see it or not.
1983140	1987100	Determined to boost Joe's morale and keep his mind off home,
1987140	1991700	father of three, Vic, has asked him to join in with the shelter build.
1991740	1993060	It's a challenge.
1993060	1996020	We'll adapt to all this, quicker than any of us will.
1996060	1997060	Far quicker.
1998260	2001540	It's a case of making sure everybody guides everybody else
2001580	2003020	in the right direction.
2003060	2006980	I do firmly believe we will become an excellent team,
2007020	2011180	er, to the point of becoming almost like a tribe.
2015180	2019740	Can we just say, building camp at the top of a steep hill
2019780	2022860	in the middle of rainy season is the stupidest idea
2022860	2023860	we've ever had?
2023900	2024940	Yeah.
2024980	2025980	Ever had.
2026020	2028820	A chain is only as strong as its weakest link.
2028860	2030420	And I'm obviously the weakest link.
2030460	2032660	Joe, you're not the weakest link, you're just missing home.
2032700	2033860	It's a natural thing to feel.
2033900	2035980	I think some people do think I'm the weakest link, mate.
2036020	2036980	Do you think that?
2037020	2037980	I don't think so.
2038020	2038980	No, but I think you do.
2039020	2039980	Do you think so? Yeah.
2040020	2041380	Crikey, what's made you think that?
2041420	2044260	Day one when I met you, you've been shouting orders at me from day dot.
2044300	2045260	Have I? No.
2045300	2046900	We're carrying stuff in and out of a jungle
2046940	2048740	and I've got a really heavy rucksack on my back
2048780	2050940	and you're saying, Joe, I think it's a good idea if you do this.
2050980	2051940	Joe, I think it's a good idea if you do that.
2051940	2053180	I don't know if it happens to anyone else,
2053220	2054420	but I think you feel that I'm the youngest,
2054460	2057340	therefore, naturally, you've got some authority over me.
2057380	2060140	And that's been grinding on me a little bit.
2060180	2065180	Joe intimated that I'd been giving him a hard time,
2065220	2068820	which I truly have only tried to be positive with everybody.
2068860	2070180	I was devastated.
2070220	2071500	You're being aggressive. I'm telling you what.
2071540	2074260	You're being passive aggressive and that's not fair.
2074300	2075420	All right?
2075460	2076860	He just told me I'm being passive aggressive
2076900	2078020	while we're having a laugh.
2081940	2083620	I'm being passive aggressive.
2083660	2085460	I'm being passive aggressive.
2085500	2088900	I'm being passive aggressive, you know.
2088940	2093860	However bad your situation is, you can't wallow in negativity.
2093900	2096660	Survival is about dogged determination,
2096700	2100300	learning from your failures and never giving up.
2100340	2102180	Churchill once said a great quote.
2102220	2105580	He said, if you're going through hell, keep going.
2107300	2110460	My balls are doing the backstroke in a bucket of sand.
2110500	2111820	I'm hungry. I'm tired.
2111940	2115940	All that's going through my head is, I don't self-arm at home,
2115940	2117940	so why the hell am I self-arming out here?
2119940	2121940	6am.
2121940	2126940	I've never been in an environment where last night you hear a thunderstorm
2126940	2130940	and it's now daylight and it's still thundering and it's still raining.
2131940	2135940	Overnight, torrential rain has once again battered the island.
2135940	2140940	The men have managed to protect the fire, but their spirits are low.
2141940	2145940	It is a bit mind-boggling that you can have this much rain in so long.
2145940	2147940	It just keeps coming.
2147940	2151940	Yesterday, the men started work on a new shelter.
2151940	2155940	But only half built, it was no match for the elements.
2158940	2161940	I'm massively underestimated at this place. Massively.
2161940	2165940	I'm so scared of hiking for as long as I can remember.
2165940	2168940	Last night, when I got my first Hunger Rumble,
2168940	2170940	it was playing on my mind a lot more.
2171940	2172940	It's hard.
2176940	2179940	This is apocalyptic weather.
2179940	2182940	It's going to threaten to wash us out of this camp.
2183940	2187940	For the third night in a row, the men have barely slept.
2188940	2190940	The positive? It's daytime.
2190940	2192940	I can see how crap it is.
2195940	2197940	Here in the tropics, when it rains...
2197940	2200940	It's not just nice British drizzle, it's torrential.
2200940	2202940	We can hardly hold a conversation.
2202940	2206940	You've got to spend so much time and energy trying to keep your fire alight
2206940	2209940	when you could be out there fishing or hunting or making shelters.
2209940	2214940	However strong and determined, after a while, it saps you.
2214940	2218940	It saps your spirit in the same way it saps a life out of a fire.
2220940	2223940	I cannot face another day on here. Honestly, I can't.
2224940	2228940	I'm at the stage of almost a breakdown, to be totally honest.
2228940	2229940	You just can't imagine.
2229940	2231940	I can't imagine how tough it is.
2232940	2233940	Unbelievable.
2236940	2239940	The island's youngest member, Joe, says he's had enough.
2242940	2244940	Four weeks, I think, would be a push for me.
2244940	2246940	Six weeks, anything I'd ever make.
2246940	2248940	The pain that I'm going to go through here,
2248940	2251940	leaving the loved ones at home, Charlotte, all the rest of it...
2251940	2253940	Then why did you sign up?
2253940	2254940	I don't know.
2259940	2262940	10am. The storm finally passes.
2264940	2267940	Determined to leave as soon as possible,
2267940	2271940	graphic designer Joe uses the emergency satellite radio
2271940	2273940	to request an evacuation boat.
2275940	2278940	I just really strongly believe that as a person,
2278940	2281940	physically, mentally and all the rest of it,
2281940	2284940	I'm not going to make the rest of the time on the island.
2284940	2287940	And I've not made any rash decisions, cos I'm aware that you can make decisions
2287940	2288940	in the heat of a moment.
2288940	2289940	And I haven't.
2289940	2291940	I just really fancy a margarita pizza.
2293940	2294940	Joe wants to go home.
2296940	2297940	I can't believe it.
2297940	2299940	He's not been here four days.
2299940	2301940	He's not even started and he wants to go home.
2302940	2305940	Joe has agreed to stay on the island for another 24 hours
2305940	2309940	before making a final decision about whether he wants to leave.
2311940	2313940	You hold it up there, mark it and then we'll cut it.
2313940	2314940	Is it long enough?
2315940	2316940	No.
2316940	2317940	You can go halfway there.
2317940	2319940	You can go halfway there.
2319940	2322940	In the jungle, work continues on the shelter.
2322940	2325940	Can you get that any higher?
2325940	2327940	The group have persuaded Andy to help out,
2327940	2331940	hoping the prospect of a dry night will encourage him to stay.
2331940	2332940	One there.
2332940	2333940	Yeah.
2333940	2334940	And then one down here.
2334940	2335940	Right, so not there then?
2335940	2336940	Eh?
2336940	2337940	So not there then?
2337940	2338940	I didn't say to put it there.
2338940	2341940	The whole reason I said I don't want to tie a sled knot in this piece
2341940	2344940	is because we need to get the piece of wood in there first.
2344940	2349940	Paul is a project manager in a construction company
2349940	2352940	and Andy is a builder.
2352940	2354940	Them two personalities just clash
2354940	2357940	because one wants to tell the other one what to do
2357940	2360940	and then this one wants to tell this one what to do.
2360940	2362940	All we need to do is tie this on here, please.
2362940	2363940	That's all we need to do.
2363940	2364940	Where's the bit of wood?
2364940	2367940	Because I'm not tying a fucking knot if there ain't a bit of wood in it.
2367940	2368940	Look, that ain't going nowhere.
2368940	2369940	That's the shape I want.
2369940	2374940	Andy really has a massive problem with me.
2374940	2377940	Everybody's been tip-toeing around me for the past four days.
2377940	2381940	It's just been a fucking prick.
2381940	2383940	But what can you do?
2383940	2386940	Something's just going to explode at some point.
2386940	2389940	Since yesterday, Andy has been hinting
2389940	2393940	that he too might request evacuation from the island.
2393940	2395940	Why are you threatening to go home, Andy?
2395940	2397940	All sorts of reasons, mate.
2397940	2398940	Come on, spit us out.
2398940	2399940	No, I don't need to.
2399940	2400940	Why are you so aggressive?
2400940	2402940	I'm asking you a simple question.
2402940	2403940	Yeah, you've asked me it three times.
2403940	2404940	The first time should have been enough.
2404940	2405940	Then the second time.
2405940	2406940	Now you're asking a fourth time.
2406940	2407940	No, they were different questions.
2407940	2408940	And then you're calling me aggressive
2408940	2411940	because I don't want to answer a question that you've asked four times.
2411940	2412940	I haven't asked it four times.
2412940	2413940	You have.
2413940	2414940	I said, why do you want to go home?
2414940	2415940	You went, because I do.
2415940	2416940	I went, well, give us a reason.
2416940	2417940	You went, I'm not going to give you a reason.
2417940	2418940	Exactly.
2418940	2419940	So then you asked again.
2419940	2420940	There must be a reason.
2420940	2421940	And then you asked again.
2421940	2422940	I didn't ask again, Andy.
2422940	2423940	You did.
2423940	2424940	What is the fucking matter with you?
2424940	2426940	Nothing the matter with me, son.
2426940	2429940	At all.
2429940	2431940	Do we wedge that there and then prop it up?
2431940	2433940	Whatever Andy wants to do.
2433940	2434940	I've had enough.
2434940	2435940	Hang on.
2435940	2440940	We need your expertise.
2440940	2442940	I said, stop asking me.
2442940	2445940	And he carried on asking me.
2445940	2450940	Fucking unbelievable.
2450940	2453940	With the camp's two builders walking off the job,
2453940	2456940	construction of the shelter grinds to a halt.
2456940	2462940	There's no doubt there's a lot of strong, pretty macho personalities on the men's island.
2462940	2465940	And yeah, they're all trying to find their place in that pecking order.
2465940	2470940	But the danger when you get these high pressure situations like this is that the alpha males
2470940	2473940	start to compete instead of cooperate.
2473940	2476940	And then the danger is it blows a whole group apart.
2476940	2477940	I'm used to being in control.
2477940	2480940	I'm used to being organized, everything running efficiently.
2480940	2482940	It's what I do.
2482940	2485940	That ignorant twat wants to do it his way.
2485940	2486940	Yeah.
2486940	2487940	I have no fucking clue.
2487940	2488940	It makes your head.
2488940	2490940	It's like it wants to implode.
2490940	2492940	Seriously, my world is a punch to the throat.
2492940	2493940	He's down.
2493940	2494940	Gone.
2494940	2495940	Finished.
2495940	2496940	It's over with.
2496940	2497940	I walk away.
2497940	2498940	Happy days.
2498940	2499940	I can't do that here.
2499940	2500940	Bang.
2500940	2501940	Done.
2501940	2502940	Fat cunt.
2502940	2503940	You know what I mean?
2503940	2510940	There's a lot of bad blood in camp at the minute, largely between Paul and Andy.
2510940	2515940	We've got enough on our plate in this island without alpha male dick swinging.
2515940	2519940	I think everyone just needs to man the fuck up, really.
2519940	2526940	I just feel like everything I do, mate, he's just there, ready to fucking knock it down,
2526940	2527940	you know, or criticize.
2527940	2529940	It's like, fuck off, you know?
2529940	2531940	If he goes, I'll stay.
2531940	2533940	People might make problems.
2533940	2543940	So I overheard a conversation with Andy.
2543940	2544940	His exact words were,
2544940	2548940	if Paul leaves, that would be good because then I will stay.
2548940	2550940	I'm not dealing with that sort of immaturity.
2550940	2552940	He's supposed to be a grown man.
2552940	2553940	I'm not being blackmailed.
2553940	2556940	I don't need to be surrounded by this immaturity.
2556940	2558940	I might just have to go.
2558940	2560940	Are you thinking about fucking off?
2560940	2562940	Can't be fucking bothered.
2562940	2563940	Mate, you can't go, mate.
2563940	2564940	You literally can't go.
2564940	2567940	Do you think that you would regret it later on?
2567940	2568940	You will regret it.
2568940	2569940	I think I won't.
2569940	2570940	Just suck it up, mate.
2570940	2571940	Lift up your skirt.
2571940	2573940	Wash the sand out of your vagina, mate.
2575940	2577940	In a disastrous turn of events,
2577940	2580940	three men, including the island's two builders,
2580940	2582940	are now threatening to walk.
2583940	2589940	Andy, Paul and Joe all want to leave this island.
2589940	2592940	I'm amazed that they've come this far
2592940	2594940	and want to give up so early.
2601940	2603940	As yet another storm hits the island,
2603940	2605940	the men call a crisis meeting.
2606940	2608940	I know it sounds cutthroat,
2608940	2611940	but we need to keep as many of those guys here as we can.
2611940	2613940	But for any of them to change their mind is a win.
2615940	2618940	There's been so much discussion about people leaving.
2618940	2622940	My personal opinion is that we are stronger together
2622940	2623940	than we are apart.
2623940	2624940	Agreed.
2624940	2626940	Joe, my hope is that you might have thought differently...
2626940	2627940	We've already done this.
2627940	2628940	I've already had the chat with everyone.
2628940	2629940	People have already said their thoughts.
2629940	2631940	I've already said my thoughts, but...
2631940	2632940	On that note,
2632940	2633940	I will be saying no more.
2633940	2636940	I'll just be waiting for the boat to arrive and to leave, OK?
2638940	2640940	Paul, would you just let us know
2640940	2642940	how you're feeling at the moment?
2642940	2644940	I came to this island as a bit of a release,
2644940	2647940	you know, to get away from my everyday life.
2648940	2650940	I'm not really confrontational.
2650940	2652940	I don't like having arguments with people.
2652940	2655940	I'd rather just step away from the situation.
2655940	2658940	The final nail in the coffin was to hear somebody say
2658940	2661940	that it was good that I was going,
2661940	2663940	which I thought was a bit of a shame,
2663940	2667940	but in another way, it confirmed my decision.
2667940	2670940	And in that case, that's why I decided to go.
2670940	2672940	If one goes, there's no point in the other going.
2672940	2673940	Right, here we go.
2673940	2674940	How we make that decision...
2674940	2675940	Here we go.
2675940	2677940	This is now we're getting to the country.
2677940	2680940	He's segregated himself from the group from day one.
2680940	2682940	We're having a discussion, he doesn't want to know.
2682940	2684940	We haven't got any beds, he makes himself a bed.
2684940	2686940	He goes off in socks.
2686940	2687940	Somehow, that's my fault.
2687940	2689940	I've had no sleep the whole day.
2689940	2690940	Neither has anybody.
2690940	2692940	You've been sleeping.
2692940	2694940	Sorry, mate, you've been sleeping.
2694940	2696940	Andy, nobody's had any sleep.
2696940	2698940	As a group, no-one here has had enough sleep
2698940	2701940	to give them the energy to do what they're about to do the next day.
2701940	2703940	So you pointing a finger at me and saying,
2703940	2706940	well, you've had sleep, fine, that's your problem.
2706940	2708940	I've been having a laugh up until I heard
2708940	2711940	one of my team-mates say they wanted me to go.
2711940	2713940	I was having a right crack.
2713940	2714940	Now I'm not.
2714940	2717940	In a community, not everyone gets on,
2717940	2719940	and that is a fact of life.
2719940	2721940	We can't change that.
2721940	2723940	So let's build our community.
2723940	2726940	You and you, just keep your distance.
2726940	2727940	At least we're together.
2727940	2729940	We're two men up.
2729940	2730940	We can build a shelter in a day
2730940	2732940	rather than taking two days with two men down.
2732940	2734940	The big strong man and the builder.
2734940	2737940	If you two fuck off, then we're fucked, aren't we?
2737940	2739940	See, I don't want to lose two builders,
2739940	2741940	regardless of your characters.
2741940	2743940	We need you to stay.
2743940	2746940	I'm going to walk away, and then that would hopefully...
2746940	2747940	No, listen.
2747940	2749940	So Andy can engage.
2749940	2752940	Enjoy his experience, and hopefully five.
2752940	2754940	Then you're not losing two people, are you?
2754940	2755940	You're losing one.
2755940	2757940	I'm leaving the island.
2757940	2758940	Whether Paul leaves or not.
2758940	2759940	Whether Paul leaves or not.
2759940	2762940	I would rather Paul stay.
2762940	2764940	He's a stronger man than me.
2764940	2766940	He'll be more benefit to you.
2766940	2769940	But either way, I'm sorry, I'm going.
2769940	2772940	For him to fucking say, I'm glad he's going, good,
2772940	2774940	then I'll stay, then all of a sudden
2774940	2776940	he hasn't got his own way again,
2776940	2778940	and it's, oh, I'm going, there's other reasons.
2778940	2780940	It's fucking immaturity.
2780940	2782940	It's sulking, and it's attention-seeking.
2782940	2784940	And you don't want to be scapegoated, I realise this.
2784940	2786940	Pollocks, absolute pollocks. I'm not having it.
2786940	2788940	I am going off this island,
2788940	2791940	because I'm not being held responsible for that.
2791940	2792940	End of story.
2795940	2797940	Next time on The Women's Island...
2797940	2799940	Oh, my God!
2799940	2801940	A huge fucking snake came towards me!
2801940	2804940	Fucking hell!
2804940	2806940	At the minute, we are barely coping
2806940	2808940	with the situation in which we find ourselves.
2808940	2810940	Oh, shit, no, wait, sit forward.
2810940	2812940	We have nothing to drink.
2812940	2814940	We don't know where we are.
2814940	2816940	Hello!
2838940	2841940	Subtitles by the Amara.org community
