start	end	text
2039520	2042520	After surviving on the island for almost six weeks,
2042560	2044560	the men have decided to make a tribute
2044560	2046000	to their achievement.
2046040	2049640	Gentlemen, by the power invested in me,
2049680	2054640	I name this camp the Croc and Trotter.
2054680	2056120	The Croc and Trotter!
2064120	2066080	I'm really looking forward to this ending
2066120	2068000	and looking back and just saying,
2068040	2070040	wow, I did that.
2072000	2073080	I accomplished...
2074560	2077560	I succeeded.
2077600	2080240	We conquered the island.
2080280	2083120	We're named and ready to rock.
2086120	2087840	Shall we play toss the caber?
2087880	2088960	Yeah!
2089000	2090520	First game, let's go.
2090560	2094160	Three, a two, a one, toss my caber.
2094200	2095960	Come on, Charlie.
2096000	2097480	Man!
2097520	2100040	Oh, no!
2100080	2101600	That's it!
2101640	2102680	Go!
2102720	2103640	Yay!
2103680	2104360	One!
2104360	2105360	Not bad, son!
2105400	2106360	Not bad!
2106400	2107360	Yeah!
2107400	2109280	It's the first time that the whole group,
2109320	2110680	as we let our hair down,
2110720	2113440	are not worried about water or wood or survival
2113480	2115120	or will we eat or will we not.
2115160	2118400	It's kind of like, let's just get together as lads and have fun.
2118440	2121880	I wish, looking back, I wish we'd done more of it.
2121920	2124400	That's one of the highlights of our entire time here.
2124440	2125480	Oh!
2125520	2126480	Beautiful!
2126520	2127480	Go, go, go, go, Vic!
2127520	2128480	No, Charlie!
2128520	2129480	Oh, no!
2129520	2130480	Oh, no, no!
2130520	2131480	Oh, no!
2131520	2132480	Oh, yes!
2132520	2133480	One nil!
2133520	2134160	Yes!
2134160	2136440	What I have experienced many times in the wild
2136480	2138560	is an incredible sense of achievement
2138600	2141160	that is very hard to get in everyday life.
2141200	2142200	Catch it!
2142240	2143320	Oh!
2143360	2146600	And I think when you battle for seven or eight hours
2146640	2150280	in a torrential rainstorm with just a couple of sticks to make a fire,
2150320	2154200	you've got to look for opportunities, however small, to have fun.
2154240	2155600	Yeah!
2155640	2159720	It's almost like nourishment, but for the soul.
2159760	2160560	Take the string!
2160600	2162200	Take the string!
2162240	2163200	Yes!
2164160	2165520	Call it a draw!
2165560	2166520	A draw, yeah!
2166560	2167560	A draw!
2167600	2170320	I feel amazing.
2172560	2174560	I feel relaxed, I feel empowered,
2174600	2179120	I feel like we're masters of this island.
2182680	2183840	I'll treasure this moment.
2183880	2185080	I really, really will.
2187800	2189760	This is what the island's all about.
2189800	2192080	This and a handful of other moments.
2192120	2193040	This feeling.
2193080	2193480	I hope we'll get to see it.
2193480	2195480	I hope I never forget it.
2197480	2199480	Well, here we are.
2199480	2204480	We are at the end of this magnificent, magnificent journey.
2204480	2208480	Overwhelming sadness that I miss my wife and kids so much.
2208480	2210480	Not so much sadness, just,
2210480	2213480	God, how long can this truly go on for?
2213480	2215480	Er...
2216480	2220480	Yeah, I'd like to see them soon, if possible.
2220480	2223480	Some of it better for me, some of it better.
2230480	2232480	What do you think of that beauty?
2232480	2234480	Shit. There it goes.
2234480	2235480	Look, look, look.
2235480	2238480	Ooh, there's some heat off this bad boy.
2238480	2240480	Look at this!
2240480	2242480	Look at that goal!
2242480	2244480	Didn't take long, did it?
2244480	2246480	Ocean's Elevenses.
2246480	2249480	This is our last night on the island.
2249480	2250480	Yeah!
2250480	2251480	Yes!
2251480	2252480	Yes!
2252480	2253480	Yes!
2253480	2254480	Yes!
2254480	2255480	Yes!
2255480	2256480	Good!
2256480	2258480	Best night so far?
2258480	2259480	I think so.
2259480	2261480	Has to be, doesn't it?
2261480	2262480	Awesome.
2262480	2263480	Love it.
2263480	2265480	Home's within spitting distance.
2265480	2267480	Really enjoying it.
2267480	2269480	Everyone's spirits are really high.
2269480	2270480	Wow.
2271480	2275480	The men have now survived on the island for 40 days.
2275480	2278480	Would you guys like to hear a little Ravi Varan's poem that I wrote this morning?
2278480	2279480	I would love to hear Ravi Varan's poem.
2279480	2281480	I would love to hear Ravi Varan's poem.
2281480	2282480	Yes, I'd love to.
2282480	2290480	Dear islands, our islands, this new family does hail.
2290480	2295480	As you've chucked every last, but nobody has failed.
2295480	2299480	On the contrary, dear islands, as our stay grew longer,
2299480	2301480	we may have reduced in numbers.
2301480	2302480	Holy shit!
2302480	2306480	But we've grown ever stronger.
2306480	2308480	For six long weeks,
2308480	2311480	we've battled hunger, tides, exhaustion, the weather.
2312480	2314480	But with British Bulldog spirit,
2314480	2316480	She floats!
2316480	2319480	we triumphed with heart, soul and endeavour.
2321480	2322480	Holy shit!
2322480	2327480	You've been cruel, uncomfortable and brutal to us all.
2328480	2332480	With freezing rain, dangerous seas and rocks that make us fall.
2332480	2333480	Holy shit!
2333480	2337480	You have dangerous beasts that can kill, maim and maul.
2339480	2340480	This is a scorpion.
2340480	2344480	But we baited, trapped, killed, cooked and ate them all.
2344480	2346480	Oh, delicious. So good.
2347480	2352480	But dear islands, our islands, we will never forget
2352480	2357480	the incredible journey we've shared since our new family met.
2358480	2362480	So the question is, our islands, can British blokes survive?
2362480	2364480	Get the fucking camera off!
2364480	2367480	The answer is no, dear islands.
2368480	2371480	We didn't just survive, but thrive.
2371480	2372480	Excellent.
2381480	2383480	Oh, my God, look at her go!
2383480	2384480	Wow!
2398480	2404480	So I'm on my way to pick up the men after six weeks, you know,
2404480	2407480	and to be honest, I'm pretty nervous just about what I'm going to find.
2407480	2410480	You know, are they going to be emaciated wrecks
2410480	2412480	or are they going to look pretty healthy?
2412480	2414480	You know, are they going to be broken men
2414480	2417480	or will they have figured out how to survive and thrive?
2419480	2420480	It is quite strange, though, isn't it?
2420480	2421480	What bit?
2421480	2422480	It's finished.
2422480	2423480	Yeah, yeah.
2423480	2427480	Within an hour, we'll step off and never be able to get out.
2427480	2430480	We'll step off and never, ever step back on.
2430480	2432480	For it has been an honour serving you, gentlemen.
2432480	2433480	Yes, see you here.
2433480	2434480	Good effort, gents.
2434480	2437480	I feel quite proud of our little gang.
2437480	2441480	The island has taught me an incredible sense of unity
2441480	2445480	and we've shared, we've shared everything that we've had here on this island.
2445480	2447480	It doesn't matter if it was the smallest fish,
2447480	2449480	we've shared it between everyone.
2450480	2451480	I feel...
2454480	2456480	..thrilled to have made it this far
2456480	2458480	with you all.
2458480	2460480	It sounds fucked up,
2460480	2463480	but I feel like I'm going to actually miss you lot.
2463480	2468480	I think I'm leaving the island with a renewed sense of confidence
2468480	2470480	and some friends.
2471480	2473480	Some more friends, should I say.
2475480	2476480	Here we go, boys.
2476480	2477480	Don't worry.
2477480	2478480	Here he is.
2479480	2480480	Yes!
2480480	2481480	Come on, lads.
2482480	2483480	This is our man.
2483480	2484480	This is it, lads.
2485480	2486480	It's Bear Grylls.
2486480	2487480	Very good, lads.
2487480	2488480	It's only Bear Bloody Grylls.
2488480	2489480	It's only Bloody Dunnets.
2489480	2491480	It's only Bloody Dunnets!
2493480	2494480	Bloody Dunnets!
2498480	2499480	Wow.
2499480	2500480	Look at you guys.
2500480	2501480	I thought I smelled bad.
2502480	2504480	I mean, that is the smell of honest hard work.
2504480	2506480	Yeah, glad to see you.
2506480	2507480	Thanks for coming back.
2507480	2509480	I'm glad I made it to the end.
2509480	2513480	I am super, super, super glad I made it to the end.
2513480	2514480	Well done, you guys.
2514480	2515480	Wow.
2515480	2517480	It's like you've been through a war zone.
2517480	2519480	But those smiles tell a story.
2520480	2521480	So how are you feeling?
2521480	2522480	Fantastic.
2522480	2523480	Glad to see you now.
2523480	2524480	Yeah.
2524480	2525480	Glad to see you.
2526480	2531480	As a band of brothers, it's not a band of brothers anymore.
2531480	2532480	It's a family.
2532480	2534480	Love them and hate them.
2534480	2536480	They're here forever with you.
2536480	2538480	And it was fantastic.
2538480	2540480	So we're going to get you off the island.
2540480	2541480	One last thing you guys want to do?
2541480	2542480	Yes.
2542480	2543480	Woo!
2543480	2544480	Come on, boys.
2544480	2545480	Come on, guys.
2545480	2547480	Kyle, you started this fire.
2547480	2549480	You tell us when to end it, pal.
2549480	2552480	I'm proud to say that I've made it here with you guys.
2552480	2553480	Ocean's 11ters.
2553480	2555480	Let's quench the fire.
2555480	2556480	Quench the fire, guys.
2556480	2558480	Woo!
2558480	2560480	Woo!
2560480	2561480	Woo!
2561480	2562480	Woo!
2562480	2563480	Woo!
2563480	2564480	Woo!
2564480	2565480	Woo!
2565480	2566480	Woo!
2566480	2567480	Woo!
2567480	2568480	Woo!
2568480	2569480	Woo!
2569480	2570480	Woo!
2570480	2571480	Woo!
2571480	2572480	Woo!
2572480	2573480	Woo!
2573480	2574480	Woo!
2574480	2575480	Woo!
2575480	2576480	Woo!
2576480	2577480	Woo!
2577480	2578480	Woo!
2578480	2579480	Woo!
2579480	2580480	Woo!
2580480	2581480	Woo!
2581480	2582480	Woo!
2582480	2583480	Woo!
2583480	2584480	Woo!
2584480	2585480	Woo!
2585480	2586480	Woo!
2586480	2587480	Woo!
2587480	2588480	Woo!
2588480	2589480	Woo!
2589480	2590480	Get in there.
2590480	2591480	Yes?
2591480	2592480	I think what's interesting is that you realize they've actually
2592480	2593480	become a really tight unit.
2593480	2595480	You know, that's why there's emotion at the end when they're
2595480	2597480	hugging each other, because they've been through the fire
2597480	2599480	together, and have come out of it stronger.
2599480	2600480	Well done, boys.
2600480	2601480	Let's go, boys.
2601480	2602480	Let's go, boys.
2602480	2611820	If I got that chance again, give me about a year or half a year, I'll do it again.
2612240	2615240	But if you ask me to do it tomorrow, I'll probably tell you to piss off.
2626040	2630860	Just because you're over 40, just because you're over 50, just because you're almost 60, doesn't mean you're spent.
2632480	2635380	A can-do attitude goes a long way in this life.
2652080	2653780	Is that Will? Is that Will?
2654280	2654940	That's William!
2659940	2661300	That's him in this!
2662480	2674160	Oh, that's so good.
2674160	2675280	Wow, you all stink!
2678100	2680780	I couldn't let you guys get to the end without me.
2688160	2689160	Hello, is that you?
2692480	2694900	Hi, I'm fine, you?
2699020	2700660	It's absolutely brilliant, babe.
2701020	2702540	Oh God, your voice is beautiful.
2704640	2705200	Hello?
2705600	2705840	Hello?
2707680	2708240	Hello?
2713240	2714460	Is that Bobby?
2715200	2715800	Yeah.
2717480	2718740	Oh, Bobby!
2718740	2721400	Bobby, I need to hear from you.
2722480	2724040	It'sông
2724040	2733320	It's provided a look at overall.
2733320	2738220	You know, they've built community, they have learnt have compassionate and a care for each other.
2738220	2740880	A respect for each other, they've worked their nuts off.
2740880	2743880	They've understood the heart of survival isn't about knowledge.
2743880	2746720	It's about embracing failure, making mistakes and never giving up.
2746720	2749900	And that's why, at the end of it, what I've done is inspiring.
2752480	2757360	they've gone through a journey together and come out of it stronger tighter and
2757360	2763300	it's why they've learned the beginning of a mastery over this environment
2763300	2768580	they can call themselves survivors they've earned it the hard way
2782480	2784540	you
