start	end	text
1998200	2001680	my stopping enough pressure on it I think I'm not putting enough pressure on
2001680	2005600	it harder she tries Georgie can't get it to
2005600	2013820	light even now the wood is drier sup Jules it's half past two now no sign of
2013820	2016180	the fire
2020480	2031700	he's had any spindle left is the thing it's probably right flicking off nice
2031700	2035240	and slow that's it keep it like that the battle
2035240	2035580	for an
2035580	2039360	ember continues through the night
2039360	2044940	getting a little bit panic we're starving and thirsty I surely I'm gonna
2044940	2050320	die soon fucking stupid place the women have now been without water for more
2050320	2057020	than 48 hours and they are dangerously dehydrated I feel really drained and
2057020	2060360	really faint
2060360	2062360	I'm dead
2062360	2067360	okay to you Lauren
2067360	2068360	me
2068360	2071360	yeah me
2071360	2072360	fucker
2072360	2073360	it wasn't like that
2073360	2079360	I think we've lost this one haven't we
2079360	2084140	so this bow drill set really all the parts need to be in perfect proportion
2084140	2089140	for this to work the problem is the women's drill is now too small because
2089140	2094880	it's been so used they need to start again their situation is now beyond
2094880	2097520	critical
2097520	2104780	feel so dizzy it's fucking hard work when you've not drunk anything and the
2104780	2107260	heat
2107260	2113840	I'm really struggling it feels like a purpose on this island it's just to be
2113840	2116840	dehydrated
2116840	2117780	just to be dehydrated
2117780	2119000	it's just a bit dehydrated
2119000	2121000	I'm so tired.
2125000	2127000	Pot shot to barbell one, over.
2127000	2131000	I just wanted to let you know we need some supplies from you.
2131000	2133000	Medical advice is that the castaways
2133000	2137000	are now so critically dehydrated that within a few hours,
2137000	2139000	their lives will genuinely be in danger.
2139000	2143000	So, really, I've got no choice but to intervene,
2143000	2146000	and the women will be given a working bow drill set.
2146000	2150000	Right, fire startings, bitters.
2150000	2152000	Let's do this.
2157000	2160000	It's purring, ladies, it's purring, actually.
2168000	2170000	Oh, yes!
2173000	2175000	Yes! Woo-hoo!
2176000	2178000	Woo-hoo!
2178000	2180000	Well done!
2180000	2182000	This is amazing, isn't it?
2182000	2184000	This is great.
2184000	2186000	Woo!
2186000	2188000	Now we can start thinking about the bigger things,
2188000	2190000	like our bellies, for example.
2190000	2193000	There's a little something down there
2193000	2196000	which is sitting a bit dangerously close to the fire to me.
2197000	2199000	This is amazing.
2199000	2202000	It's cool and clear.
2202000	2205000	And that view, I feel like we're in a luxury hotel.
2206000	2208000	And then, shortly, our butler will come.
2208000	2210000	What have you ordered for butler service?
2210000	2211000	Oh, oysters.
2211000	2213000	Oh, no, not oysters. We can get them here.
2213000	2215000	Oh, yeah!
2215000	2216000	Order something you can't get here.
2216000	2218000	What would be your first?
2218000	2219000	Double cheeseburger.
2219000	2222000	Absolute whopper with everything on it.
2222000	2224000	I want to find out what you...
2224000	2227000	Now, what have you ordered from our butler?
2227000	2229000	From our room service.
2229000	2232000	I've started with some deep...
2232000	2233000	Well, sorry, it is seafood, actually.
2233000	2234000	No, really?
2234000	2235000	Some deep-fried calamari.
2235000	2237000	Deep-fried calamari.
2237000	2238000	Oh.
2238000	2240000	And then, for some weird reason,
2240000	2242000	it's a bit like being pregnant,
2242000	2245000	I want jelly and custard and ice cream.
2245000	2247000	And I don't even like ice cream.
2247000	2251000	But I'd like, you know, jelly, custard and ice cream.
2251000	2254000	And then, a kids' buffet.
2254000	2256000	Oh, kids' buffet. I'm with you with that.
2256000	2258000	Until I vomit.
2265000	2267000	Day 12 on the island.
2267000	2270000	The women now have fire and plenty of drinking water,
2270000	2274000	but they're barely surviving on just 50 calories a day.
2274000	2279000	It took me I don't know how many hours
2279000	2281000	to get that many almonds.
2281000	2284000	It's going to be one almond, if we're lucky.
2284000	2287000	After almost two weeks without a meal,
2287000	2289000	the group is at the point of starvation.
2289000	2292000	If they don't eat soon, there's a genuine risk
2292000	2294000	their organs will start to shut down.
2295000	2298000	I'm fucking hungry.
2298000	2300000	My tummy has gone away.
2300000	2302000	I literally have no tummy.
2302000	2303000	Look.
2303000	2307000	Flat, flat, flat, flat, flat.
2307000	2310000	My stomach's going, I'm going to have to eat myself.
2310000	2314000	Is that not the cutest thing you've ever seen?
2314000	2316000	Hi, Sage and Onion.
2318000	2321000	The fate of Sage and Onion hangs in the balance.
2321000	2323000	The women have befriended them
2323000	2325000	and now can't agree whether or not
2325000	2326000	to eat them.
2326000	2328000	I keep looking at those gorgeous pigs
2328000	2330000	as bits of food.
2330000	2331000	They're too cute.
2331000	2333000	We can't, I can't.
2333000	2335000	Now, imagine this.
2335000	2337000	Barbecue sauce over the ribs, right?
2337000	2339000	Barbecue sauce, barbecue sauce, barbecue sauce, right?
2339000	2341000	Even the tail, really good, really chewy,
2341000	2342000	I'd still eat it.
2342000	2344000	I think we should spit roast it.
2344000	2347000	Put a steak up through its bum.
2347000	2350000	Not through its mouth, through its head, of course.
2350000	2353000	Obviously, I've got a completely different point of view
2353000	2354000	to the rest of the girls.
2355000	2358000	Because I don't eat meat, but...
2358000	2360000	Sage and Onion, they're little peglets
2360000	2362000	and definitely not eating none.
2363000	2365000	We've got two pigs, Sage and Onion,
2365000	2367000	which have become our pet pigs.
2367000	2370000	They've followed us all the way from Coconut Beach here,
2370000	2373000	which is a long walk for little legs.
2373000	2375000	They were thriving at the other beach.
2375000	2378000	What's lacking here that they could get at the other beach?
2378000	2381000	They were digging up lots of roots at the other beach.
2381000	2383000	It was really muddy,
2383000	2387000	so the water collected in the mud was in the sand.
2387000	2389000	Water doesn't really collect.
2389000	2392000	We have to set a limit to how much we do
2392000	2396000	that compromises our resources over the pigs.
2396000	2397000	Over the past few days,
2397000	2399000	people have been laid down with double vision,
2399000	2402000	retching and not being able to walk.
2402000	2405000	People are really suffering,
2405000	2408000	and you need to eat to survive.
2408000	2411000	Nobody wants to kill anything, but we need to eat.
2411000	2413000	Understandably, you know, a lot of people find the hard work,
2413000	2415000	the whole concept of killing animals,
2415000	2417000	it's either cruel, it's upsetting,
2417000	2419000	and, yes, it's never pleasant to take a life,
2419000	2422000	but in a survival situation, when it comes down to the wire,
2422000	2425000	it's a simple choice, them or you.
2425000	2428000	You're really upset, everybody's really upset.
2428000	2431000	Can we show of hands that we agree that we do something soon?
2435000	2438000	So, Jamie, where's your mind thinking at the moment?
2438000	2440000	I don't want anything to do with this.
2443000	2446000	Well, who's going to kill it?
2446000	2449000	Well, that's the next question.
2449000	2453000	I have volunteered myself to do it...
2453000	2455000	Well done, Lauren.
2455000	2458000	..just because I know that I'll do it fast.
2458000	2462000	I'm going to get a little dehydrated, so I'll have a little drink.
2462000	2464000	He's crying out more than he's taken it.
2464000	2466000	Oh, that's all right.
2468000	2472000	You see, it was wrong to all get attached to them, wasn't it?
2472000	2475000	I always say, once you've named something, you're screwed.
2475000	2477000	Yeah.
2478000	2480000	The reason I'm so upset
2480000	2484000	is because they reminded me of my dog.
2486000	2487000	And...
2490000	2493000	..I really thought we were going to have some
2493000	2495000	until we left the island.
2497000	2499000	It makes everything real.
2499000	2501000	It makes everything...
2501000	2502000	..like...
2502000	2504000	..raw.
2504000	2506000	It's pretty raw, isn't it? Yes!
2506000	2508000	It's raw.
2508000	2513000	Erm, I just want to make it the most, like, peaceful...
2513000	2515000	..death.
2515000	2518000	You know, like, if I was panicking,
2518000	2520000	then it would feel that.
2523000	2525000	If anyone sees a good whacker...
2526000	2528000	I'm not annoyed at anybody.
2528000	2530000	I just don't want to have any part of it.
2530000	2532000	As long as I don't see it or hear it,
2532000	2534000	it just stops it.
2534000	2535000	Just gently holding out,
2535000	2536000	cos I don't want him to struggle,
2536000	2538000	I just want him to be relaxed.
2538000	2540000	But I tell you what,
2540000	2543000	they've had a little better life than most pigs in captivity
2543000	2545000	that have bred to the pork.
2545000	2547000	The pork we eat and the chops I buy
2547000	2549000	and the sausages I buy,
2549000	2550000	they've had no life at all.
2550000	2553000	I don't know another pig that's gone to bed with a load of people.
2555000	2556000	Ready? Should race.
2556000	2557000	Absolutely. Yeah.
2557000	2558000	One, two, three.
2562000	2564000	THEY LAUGH
2568000	2571000	Well, Lauren, absolutely amazingly well done.
2576000	2579000	You did the job really, really well. Really well.
2579000	2581000	It was quick. Quick.
2581000	2583000	And it was painless.
2583000	2585000	That was pretty emotional, wasn't it?
2585000	2587000	It was pretty horrible.
2587000	2589000	It's never easy to take a life,
2589000	2591000	but having learnt from this first kill,
2591000	2595000	they actually dispatched the second animal swiftly, cleanly,
2595000	2596000	no hesitation.
2599000	2602000	Yeah, I'm glad it wasn't distress.
2602000	2605000	Shall we get it back and get it on the barbecue?
2607000	2611000	I've never, ever killed an animal before,
2611000	2613000	especially as a girl, as well,
2613000	2618000	is that I don't think we're designed to want to kill anything,
2618000	2621000	and that's what has been a huge limit
2621000	2623000	on the burning curve for me.
2623000	2625000	You know, it's reality.
2625000	2627000	That's what it is, it's brutal reality,
2627000	2629000	that if you want to eat,
2629000	2632000	then you are going to have to kill something.
2632000	2634000	Gosh, Lauren, she's...
2634000	2636000	She was the first to volunteer for the pig.
2636000	2639000	She's very matter-of-fact, very hard-working.
2639000	2642000	Actually, if I could channel a little bit of Lauren,
2642000	2645000	I'd be very happy, because she's very impressive.
2645000	2649000	We needed something that was going to kick-start us
2649000	2653000	into not viewing animals as pets,
2653000	2657000	but rather as a way that is going to allow us to survive.
2657000	2660000	You know, it's going to give us the energy that we need
2660000	2663000	to get hunting, get finding water, to find wood,
2663000	2665000	because that is all exhausting work.
2668000	2672000	It's very sad, but if I'm perfectly, perfectly honest,
2672000	2675000	I'm really looking forward to the meat,
2675000	2678000	because I think we're all in dire need of a bit of a meal.
2680000	2683000	Harvey, just to let you know, the pig's on the fire.
2683000	2685000	I'm not being a hypocrite. I'll look later.
2685000	2687000	I'm just not ready. Thank you.
2690000	2693000	There's no way I'm going to end here until it's all done with.
2693000	2696000	I wouldn't go in there. I'm not eating a pig.
2696000	2698000	This is a really decisive moment
2698000	2700000	in a women's struggle for survival.
2700000	2705000	Now they have the mindset to progress as hunters and killers.
2705000	2708000	They've actually crossed a very important cycle
2708000	2711000	and a very important psychological line,
2711000	2714000	and for the first time, they're behaving like survivors.
2716000	2718000	Are you ready, guys?
2718000	2720000	Yeah.
2720000	2722000	This tastes good.
2723000	2727000	Oh, my God. It's unbelievably delicious.
2727000	2731000	I don't like the fact that I'm eating the piggy, but it is good.
2733000	2736000	I don't know about anyone else, but I feel like a wild animal.
2736000	2737000	SHE LAUGHS
2737000	2739000	Like a cavewoman.
2740000	2743000	Do you know what that tube is? It's a testicle.
2743000	2745000	I don't know. I quite like things like that.
2745000	2747000	Do you know what I mean? It's quite savage.
2747000	2749000	We needed that.
2749000	2751000	I'm not going to lie.
2751000	2753000	It was gorgeous.
2753000	2757000	Erm, I could have ate it all myself.
2757000	2759000	It's all good.
2759000	2762000	That's it for now. Over and out.
2762000	2768000	Next time on The Island...
2768000	2772000	You lazy bunch of bone-idle bastards!
2772000	2775000	We're not even halfway through and tensions are beginning to fray.
2775000	2778000	We're not all just grunts that bash on bits of wood.
2778000	2781000	The sun would look like you didn't want to do a harder job.
2781000	2783000	I would say, fuck you to that person.
2783000	2784000	Fucking calm down, eh?
2784000	2786000	There is absolutely no food in this camp.
2786000	2789000	This island is infested.
2789000	2790000	Gee-bye!
2790000	2791000	Roundy boy!
2791000	2793000	Shit!
